 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2015 - Brasil;;;
População residente por Município e Sexo;;;
Período:2015;;;
Município;Masculino;Feminino;Total
352215 Itaóca;1758;1581;3339
352220 Itapecerica da Serra;85124;82111;167235
352230 Itapetininga;79388;77627;157015
352240 Itapeva;46210;46504;92714
352250 Itapevi;111006;112395;223401
352260 Itapira;36420;36547;72967
352265 Itapirapuã Paulista;2135;2002;4137
352270 Itápolis;21291;21054;42345
352280 Itaporanga;7702;7410;15112
352290 Itapuí;6731;6597;13328
352300 Itapura;2495;2218;4713
352310 Itaquaquecetuba;174855;177945;352800
352320 Itararé;24812;25295;50107
352330 Itariri;8542;8218;16760
352340 Itatiba;56617;56664;113281
352350 Itatinga;10177;9562;19739
352360 Itirapina;10391;6763;17154
352370 Itirapuã;3180;3141;6321
352380 Itobi;4094;3733;7827
352390 Itu;83739;83357;167096
352400 Itupeva;27692;26435;54127
352410 Ituverava;20167;20829;40996
352420 Jaborandi;3531;3349;6880
352430 Jaboticabal;37081;38736;75817
352440 Jacareí;111540;115000;226540
352450 Jaci;3337;3149;6486
352460 Jacupiranga;9298;8552;17850
352470 Jaguariúna;25940;25968;51908
352480 Jales;24163;24762;48925
352490 Jambeiro;3199;2890;6089
352500 Jandira;58392;60439;118831
352510 Jardinópolis;21362;20435;41797
352520 Jarinu;13767;13705;27472
352530 Jaú;71196;72085;143281
352540 Jeriquara;1644;1570;3214
352550 Joanópolis;6407;6316;12723
352560 João Ramalho;2264;2157;4421
352570 José Bonifácio;17932;17606;35538
352580 Júlio Mesquita;2368;2320;4688
352585 Jumirim;1617;1526;3143
352590 Jundiaí;197847;204050;401897
352600 Junqueirópolis;10832;9234;20066
352610 Juquiá;9904;9455;19359
352620 Juquitiba;15684;14957;30641
352630 Lagoinha;2555;2404;4959
352640 Laranjal Paulista;13680;13706;27386
352650 Lavínia;8489;2101;10590
352660 Lavrinhas;3576;3477;7053
352670 Leme;50375;49011;99386
352680 Lençóis Paulista;33290;32838;66128
352690 Limeira;147258;149173;296431
352700 Lindóia;3768;3716;7484
352710 Lins;37591;38503;76094
352720 Lorena;42599;44581;87180
352725 Lourdes;1175;1075;2250
352730 Louveira;22484;21379;43863
352740 Lucélia;11501;9695;21196
352750 Lucianópolis;1166;1195;2361
352760 Luís Antônio;7020;6357;13377
352770 Luiziânia;2958;2554;5512
352780 Lupércio;2201;2351;4552
352790 Lutécia;1372;1357;2729
352800 Macatuba;8633;8380;17013
352810 Macaubal;4135;3900;8035
352820 Macedônia;1890;1856;3746
352830 Magda;1682;1535;3217
352840 Mairinque;23224;22793;46017
352850 Mairiporã;47371;44953;92324
352860 Manduri;4849;4744;9593
352870 Marabá Paulista;3771;1662;5433
352880 Maracaí;6971;6941;13912
352885 Marapoama;1504;1380;2884
352890 Mariápolis;2168;1908;4076
352900 Marília;113144;118857;232001
352910 Marinópolis;1085;1061;2146
352920 Martinópolis;13630;12175;25805
352930 Matão;40742;40695;81437
352940 Mauá;224653;228630;453283
352950 Mendonça;2638;2521;5159
352960 Meridiano;1909;2007;3916
352965 Mesópolis;975;957;1932
352970 Miguelópolis;10920;10805;21725
352980 Mineiros do Tietê;6357;6348;12705
353000 Mira Estrela;1495;1509;3004
352990 Miracatu;10418;10115;20533
353010 Mirandópolis;16161;12885;29046
353020 Mirante do Paranapanema;9197;8780;17977
353030 Mirassol;28779;29076;57855
353040 Mirassolândia;2431;2236;4667
353050 Mococa;34618;34181;68799
353060 Mogi das Cruzes;208800;215834;424634
353070 Mogi Guaçu;73766;73470;147236
353080 Mogi Mirim;45285;46201;91486
353090 Mombuca;1771;1671;3442
353100 Monções;1170;1065;2235
353110 Mongaguá;26167;26325;52492
353120 Monte Alegre do Sul;3849;3884;7733
353130 Monte Alto;24528;24927;49455
353140 Monte Aprazível;12063;11793;23856
353150 Monte Azul Paulista;9838;9468;19306
353160 Monte Castelo;2090;2099;4189
353180 Monte Mor;27983;27423;55406
353170 Monteiro Lobato;2366;2099;4465
353190 Morro Agudo;16334;15285;31619
353200 Morungaba;6507;6429;12936
353205 Motuca;2316;2293;4609
353210 Murutinga do Sul;2230;2185;4415
353215 Nantes;1531;1449;2980
353220 Narandiba;2396;2259;4655
353230 Natividade da Serra;3602;3185;6787
353240 Nazaré Paulista;9327;8467;17794
353250 Neves Paulista;4540;4468;9008
353260 Nhandeara;5656;5647;11303
353270 Nipoã;2622;2212;4834
353280 Nova Aliança;3313;3241;6554
353282 Nova Campina;4787;4521;9308
353284 Nova Canaã Paulista;1057;971;2028
353286 Nova Castilho;622;594;1216
353290 Nova Europa;5300;5138;10438
353300 Nova Granada;10612;10103;20715
353310 Nova Guataporanga;1200;1087;2287
353320 Nova Independência;1807;1781;3588
353330 Nova Luzitânia;2080;1762;3842
353340 Nova Odessa;28327;28440;56767
353325 Novais;2982;2328;5310
353350 Novo Horizonte;20067;19473;39540
353360 Nuporanga;3638;3613;7251
353370 Ocauçu;2246;2062;4308
353380 Óleo;1319;1306;2625
353390 Olímpia;26667;26695;53362
353400 Onda Verde;2160;2052;4212
353410 Oriente;3164;3259;6423
353420 Orindiúva;3365;3126;6491
353430 Orlândia;21125;21551;42676
353440 Osasco;336930;357914;694844
353450 Oscar Bressane;1282;1333;2615
353460 Osvaldo Cruz;16735;15742;32477
353470 Ourinhos;53805;56479;110284
353480 Ouro Verde;4159;4172;8331
353475 Ouroeste;4851;4713;9564
353490 Pacaembu;8526;5435;13961
353500 Palestina;6321;5911;12232
353510 Palmares Paulista;6832;5500;12332
353520 Palmeira d'Oeste;4871;4724;9595
353530 Palmital;10871;11219;22090
353540 Panorama;7785;7675;15460
353550 Paraguaçu Paulista;23146;21647;44793
353560 Paraibuna;9355;8778;18133
353570 Paraíso;3227;3063;6290
353580 Paranapanema;9970;9386;19356
353590 Paranapuã;2095;1922;4017
353600 Parapuã;5784;5312;11096
353610 Pardinho;3136;2983;6119
353620 Pariquera-Açu;9688;9704;19392
353625 Parisi;1090;1040;2130
353630 Patrocínio Paulista;7182;6914;14096
353640 Paulicéia;3696;3286;6982
353650 Paulínia;48955;48747;97702
353657 Paulistânia;951;886;1837
353660 Paulo de Faria;4542;4384;8926
353670 Pederneiras;22848;22062;44910
353680 Pedra Bela;3229;2815;6044
353690 Pedranópolis;1332;1238;2570
353700 Pedregulho;8412;8109;16521
353710 Pedreira;22942;22637;45579
353715 Pedrinhas Paulista;1540;1533;3073
353720 Pedro de Toledo;5599;5371;10970
353730 Penápolis;30877;31193;62070
353740 Pereira Barreto;12833;12935;25768
353750 Pereiras;4162;4051;8213
353760 Peruíbe;31905;33320;65225
353770 Piacatu;2926;2811;5737
353780 Piedade;27973;26745;54718
353790 Pilar do Sul;14458;13850;28308
353800 Pindamonhangaba;79561;81054;160615
353810 Pindorama;8557;7785;16342
353820 Pinhalzinho;7317;7107;14424
353830 Piquerobi;1830;1850;3680
353850 Piquete;6890;7233;14123
353860 Piracaia;13376;13308;26684
353870 Piracicaba;193571;197879;391450
353880 Piraju;14523;15139;29662
353890 Pirajuí;13851;10693;24544
353900 Pirangi;5700;5522;11222
353910 Pirapora do Bom Jesus;8819;8829;17648
353920 Pirapozinho;13224;13371;26595
353930 Pirassununga;36984;37605;74589
353940 Piratininga;6508;6585;13093
353950 Pitangueiras;19719;18492;38211
353960 Planalto;2643;2295;4938
353970 Platina;1786;1648;3434
353980 Poá;55634;58158;113792
353990 Poloni;2951;2879;5830
354000 Pompéia;10587;10788;21375
354010 Pongaí;1830;1679;3509
354020 Pontal;24886;21094;45980
354025 Pontalinda;2407;2025;4432
354030 Pontes Gestal;1332;1263;2595
354040 Populina;2187;2083;4270
354050 Porangaba;4765;4537;9302
354060 Porto Feliz;26389;25541;51930
354070 Porto Ferreira;27599;27165;54764
354075 Potim;13384;9068;22452
354080 Potirendaba;8579;8132;16711
354085 Pracinha;2950;598;3548
354090 Pradópolis;10327;9485;19812
354100 Praia Grande;144993;154264;299257
354105 Pratânia;2626;2394;5020
354110 Presidente Alves;2076;2106;4182
354120 Presidente Bernardes;6660;6907;13567
354130 Presidente Epitácio;21527;22009;43536
354140 Presidente Prudente;108424;113772;222196
354150 Presidente Venceslau;19953;19455;39408
354160 Promissão;19409;19355;38764
354165 Quadra;1917;1675;3592
354170 Quatá;7019;6681;13700
354180 Queiroz;1622;1544;3166
354190 Queluz;6606;5990;12596
354200 Quintana;3204;3231;6435
354210 Rafard;4499;4505;9004
354220 Rancharia;14887;14893;29780
354230 Redenção da Serra;2026;1909;3935
354240 Regente Feijó;10006;9727;19733
354250 Reginópolis;6106;2542;8648
354260 Registro;27800;28477;56277
354270 Restinga;3636;3585;7221
354280 Ribeira;1807;1603;3410
354290 Ribeirão Bonito;6599;6314;12913
354300 Ribeirão Branco;9062;8583;17645
354310 Ribeirão Corrente;2363;2214;4577
354320 Ribeirão do Sul;2310;2261;4571
354323 Ribeirão dos Índios;1126;1113;2239
354325 Ribeirão Grande;3985;3698;7683
354330 Ribeirão Pires;59349;61052;120401
354340 Ribeirão Preto;324250;342074;666324
354360 Rifaina;1791;1810;3601
354370 Rincão;5529;5269;10798
354380 Rinópolis;5179;4953;10132
354390 Rio Claro;98767;101196;199963
354400 Rio das Pedras;16811;16169;32980
354410 Rio Grande da Serra;24268;24036;48304
354420 Riolândia;6745;5020;11765
354350 Riversul;2968;2974;5942
354425 Rosana;9211;9248;18459
354430 Roseira;5252;5099;10351
354440 Rubiácea;1567;1417;2984
354450 Rubinéia;1533;1529;3062
354460 Sabino;2831;2675;5506
354470 Sagres;1224;1232;2456
354480 Sales;3193;2808;6001
354490 Sales Oliveira;5693;5747;11440
354500 Salesópolis;8581;8108;16689
354510 Salmourão;2692;2460;5152
354515 Saltinho;3921;3897;7818
354520 Salto;57046;57130;114176
354530 Salto de Pirapora;21816;21756;43572
354540 Salto Grande;4614;4609;9223
354550 Sandovalina;2121;1954;4075
354560 Santa Adélia;7670;7508;15178
354570 Santa Albertina;3126;2846;5972
354580 Santa Bárbara d'Oeste;95326;94809;190135
354600 Santa Branca;7349;7188;14537
354610 Santa Clara d'Oeste;1125;1010;2135
354620 Santa Cruz da Conceição;2145;2188;4333
354625 Santa Cruz da Esperança;1010;1076;2086
354630 Santa Cruz das Palmeiras;16994;15756;32750
354640 Santa Cruz do Rio Pardo;23021;23609;46630
354650 Santa Ernestina;2874;2808;5682
354660 Santa Fé do Sul;15267;16080;31347
354670 Santa Gertrudes;12651;12086;24737
354680 Santa Isabel;27711;27217;54928
354690 Santa Lúcia;4275;4414;8689
354700 Santa Maria da Serra;2998;2905;5903
354710 Santa Mercedes;1499;1439;2938
354740 Santa Rita d'Oeste;1302;1262;2564
354750 Santa Rita do Passa Quatro;13504;13996;27500
354760 Santa Rosa de Viterbo;12774;12893;25667
354765 Santa Salete;780;745;1525
354720 Santana da Ponte Pensa;816;777;1593
354730 Santana de Parnaíba;62987;63585;126572
354770 Santo Anastácio;10428;10618;21046
354780 Santo André;345376;364839;710215
354790 Santo Antônio da Alegria;3543;3197;6740
354800 Santo Antônio de Posse;11405;10986;22391
354805 Santo Antônio do Aracanguá;4156;4012;8168
354810 Santo Antônio do Jardim;3133;2920;6053
354820 Santo Antônio do Pinhal;3426;3342;6768
354830 Santo Expedito;1500;1509;3009
354840 Santópolis do Aguapeí;2355;2260;4615
354850 Santos;201234;232731;433965
354860 São Bento do Sapucaí;5541;5324;10865
354870 São Bernardo do Campo;398691;418234;816925
354880 São Caetano do Sul;73920;84103;158023
354890 São Carlos;119575;121815;241390
354900 São Francisco;1462;1394;2856
354910 São João da Boa Vista;43680;45346;89026
354920 São João das Duas Pontes;1321;1287;2608
354925 São João de Iracema;968;920;1888
354930 São João do Pau d'Alho;1098;1046;2144
354940 São Joaquim da Barra;24778;25331;50109
354950 São José da Bela Vista;4633;4192;8825
354960 São José do Barreiro;2093;2093;4186
354970 São José do Rio Pardo;27130;27257;54387
354980 São José do Rio Preto;215275;227270;442545
354990 São José dos Campos;340320;348277;688597
354995 São Lourenço da Serra;7779;7399;15178
355000 São Luís do Paraitinga;5560;5173;10733
355010 São Manuel;19898;20466;40364
355020 São Miguel Arcanjo;16861;15909;32770
355030 São Paulo;5739347;6228477;11967824
355040 São Pedro;16915;17369;34284
355050 São Pedro do Turvo;3967;3599;7566
355060 São Roque;42994;43520;86514
355070 São Sebastião;41757;41264;83021
355080 São Sebastião da Grama;6379;5975;12354
355090 São Simão;7494;7612;15106
355100 São Vicente;172562;182980;355542
355110 Sarapuí;5045;4790;9835
355120 Sarutaiá;1878;1810;3688
355130 Sebastianópolis do Sul;1693;1640;3333
355140 Serra Azul;8740;4473;13213
355160 Serra Negra;13943;14377;28320
355150 Serrana;21653;21127;42780
355170 Sertãozinho;60230;59920;120150
355180 Sete Barras;6825;6318;13143
355190 Severínia;8863;7944;16807
355200 Silveiras;3154;3004;6158
355210 Socorro;19954;19614;39568
355220 Sorocaba;319151;325764;644915
355230 Sud Mennucci;3930;3782;7712
355240 Sumaré;133581;132372;265953
355255 Suzanápolis;1977;1765;3742
355250 Suzano;141193;144086;285279
355260 Tabapuã;6253;5852;12105
355270 Tabatinga;8346;7535;15881
355280 Taboão da Serra;131537;140641;272178
355290 Taciba;3093;3016;6109
355300 Taguaí;6294;6292;12586
355310 Taiaçu;3168;3035;6203
355320 Taiúva;2800;2806;5606
355330 Tambaú;11712;11499;23211
355340 Tanabi;12987;12479;25466
355350 Tapiraí;4063;3985;8048
355360 Tapiratiba;6628;6452;13080
355365 Taquaral;1404;1415;2819
355370 Taquaritinga;28072;28510;56582
355380 Taquarituba;11651;11512;23163
355385 Taquarivaí;2819;2784;5603
355390 Tarabai;3598;3571;7169
355395 Tarumã;7382;6827;14209
355400 Tatuí;58322;58357;116679
355410 Taubaté;150365;151964;302329
355420 Tejupá;2421;2326;4747
355430 Teodoro Sampaio;11563;11114;22677
355440 Terra Roxa;4605;4497;9102
355450 Tietê;20142;20056;40198
355460 Timburi;1411;1288;2699
355465 Torre de Pedra;1317;1057;2374
355470 Torrinha;5060;4787;9847
355475 Trabiju;824;838;1662
355480 Tremembé;24122;20791;44913
355490 Três Fronteiras;2870;2848;5718
355495 Tuiuti;3395;3139;6534
355500 Tupã;32252;33397;65649
355510 Tupi Paulista;8458;6697;15155
355520 Turiúba;1059;948;2007
355530 Turmalina;926;958;1884
355535 Ubarana;3036;2876;5912
355540 Ubatuba;43190;43199;86389
355550 Ubirajara;2470;2215;4685
355560 Uchoa;5027;4938;9965
355570 União Paulista;939;817;1756
355580 Urânia;4608;4525;9133
355590 Uru;651;578;1229
355600 Urupês;6781;6724;13505
355610 Valentim Gentil;6322;6093;12415
355620 Valinhos;60004;60254;120258
355630 Valparaíso;14134;10854;24988
355635 Vargem;5094;4761;9855
355640 Vargem Grande do Sul;21012;20795;41807
355645 Vargem Grande Paulista;24387;24332;48719
355650 Várzea Paulista;58662;57939;116601
355660 Vera Cruz;5448;5548;10996
355670 Vinhedo;36344;36209;72553
355680 Viradouro;9382;9047;18429
355690 Vista Alegre do Alto;4210;3789;7999
355695 Vitória Brasil;965;858;1823
355700 Votorantim;59177;58615;117792
355710 Votuporanga;45148;46129;91277
355715 Zacarias;1308;1265;2573
410010 Abatiá;3997;3821;7818
410020 Adrianópolis;3285;3051;6336
410030 Agudos do Sul;4675;4307;8982
410040 Almirante Tamandaré;56298;56575;112873
410045 Altamira do Paraná;1699;1642;3341
412862 Alto Paraíso;1562;1515;3077
410060 Alto Paraná;7411;7109;14520
410070 Alto Piquiri;5249;5034;10283
410050 Altônia;10881;10861;21742
410080 Alvorada do Sul;5674;5380;11054
410090 Amaporã;3012;2938;5950
410100 Ampére;9263;9327;18590
410105 Anahy;1455;1455;2910
410110 Andirá;10225;10652;20877
410115 Ângulo;1557;1407;2964
410120 Antonina;9660;9756;19416
410130 Antônio Olinto;4030;3547;7577
410140 Apucarana;63598;66832;130430
410150 Arapongas;57103;58305;115408
410160 Arapoti;13845;13703;27548
410165 Arapuã;1700;1726;3426
410170 Araruna;7171;6843;14014
410180 Araucária;67285;66147;133432
410185 Ariranha do Ivaí;1185;1172;2357
410190 Assaí;8006;8209;16215
410200 Assis Chateaubriand;16772;17253;34025
410210 Astorga;12829;13143;25972
410220 Atalaia;2007;2001;4008
410230 Balsa Nova;6270;6066;12336
410240 Bandeirantes;15724;16919;32643
410250 Barbosa Ferraz;6307;6179;12486
410270 Barra do Jacaré;1448;1372;2820
410260 Barracão;5094;5137;10231
410275 Bela Vista da Caroba;1973;1878;3851
410280 Bela Vista do Paraíso;7580;8031;15611
410290 Bituruna;8491;7984;16475
410300 Boa Esperança;2213;2266;4479
410302 Boa Esperança do Iguaçu;1371;1343;2714
410304 Boa Ventura de São Roque;3417;3265;6682
410305 Boa Vista da Aparecida;4040;3929;7969
410310 Bocaiúva do Sul;6072;6087;12159
410315 Bom Jesus do Sul;1981;1800;3781
410320 Bom Sucesso;3434;3510;6944
410322 Bom Sucesso do Sul;1684;1681;3365
410330 Borrazópolis;3797;3699;7496
410335 Braganey;2927;2815;5742
410337 Brasilândia do Sul;1518;1518;3036
410340 Cafeara;1483;1391;2874
410345 Cafelândia;8409;8203;16612
410347 Cafezal do Sul;2190;2096;4286
410350 Califórnia;4320;4187;8507
410360 Cambará;12367;12804;25171
410370 Cambé;51027;52797;103824
410380 Cambira;3948;3761;7709
410390 Campina da Lagoa;7618;7627;15245
410395 Campina do Simão;2125;1975;4100
410400 Campina Grande do Sul;20674;21150;41824
410405 Campo Bonito;2143;2114;4257
410410 Campo do Tenente;4006;3687;7693
410420 Campo Largo;61649;62449;124098
410425 Campo Magro;13942;13570;27512
410430 Campo Mourão;45149;47776;92925
410440 Cândido de Abreu;8414;7926;16340
410442 Candói;7978;7840;15818
410445 Cantagalo;6817;6635;13452
410450 Capanema;9533;9743;19276
410460 Capitão Leônidas Marques;7823;7900;15723
410465 Carambeí;11008;10582;21590
410470 Carlópolis;7275;7057;14332
410480 Cascavel;154593;158189;312782
410490 Castro;35288;35524;70812
410500 Catanduvas;5376;5079;10455
410510 Centenário do Sul;5704;5608;11312
410520 Cerro Azul;9237;8515;17752
410530 Céu Azul;5781;5867;11648
410540 Chopinzinho;9960;10033;19993
410550 Cianorte;38118;39396;77514
410560 Cidade Gaúcha;6119;5949;12068
410570 Clevelândia;8575;8796;17371
410580 Colombo;114989;117445;232434
410590 Colorado;11813;11867;23680
410600 Congonhinhas;4465;4270;8735
410610 Conselheiro Mairinck;1933;1900;3833
410620 Contenda;9031;8493;17524
410630 Corbélia;8312;8767;17079
410640 Cornélio Procópio;23595;24955;48550
410645 Coronel Domingos Soares;4011;3567;7578
410650 Coronel Vivida;10629;11219;21848
410655 Corumbataí do Sul;1891;1859;3750
410680 Cruz Machado;9839;8968;18807
410657 Cruzeiro do Iguaçu;2157;2220;4377
410660 Cruzeiro do Oeste;10504;10684;21188
410670 Cruzeiro do Sul;2373;2262;4635
410685 Cruzmaltina;1613;1537;3150
410690 Curitiba;901667;977690;1879357
410700 Curiúva;7589;7227;14816
410715 Diamante D'Oeste;2736;2523;5259
410710 Diamante do Norte;2714;2753;5467
410712 Diamante do Sul;1791;1778;3569
410720 Dois Vizinhos;19686;19453;39139
410725 Douradina;4241;3987;8228
410730 Doutor Camargo;3015;3033;6048
412863 Doutor Ulysses;3017;2790;5807
410740 Enéas Marques;3208;2985;6193
410750 Engenheiro Beltrão;7223;7080;14303
410753 Entre Rios do Oeste;2209;2098;4307
410752 Esperança Nova;964;933;1897
410754 Espigão Alto do Iguaçu;2344;2199;4543
410755 Farol;1657;1727;3384
410760 Faxinal;8476;8682;17158
410765 Fazenda Rio Grande;45793;46411;92204
410770 Fênix;2499;2410;4909
410773 Fernandes Pinheiro;3069;2890;5959
410775 Figueira;4101;4167;8268
410785 Flor da Serra do Sul;2436;2367;4803
410780 Floraí;2591;2537;5128
410790 Floresta;3237;3234;6471
410800 Florestópolis;5622;5581;11203
410810 Flórida;1390;1287;2677
410820 Formosa do Oeste;3700;3598;7298
410830 Foz do Iguaçu;127706;136073;263779
410845 Foz do Jordão;2550;2662;5212
410832 Francisco Alves;3238;3173;6411
410840 Francisco Beltrão;43456;43041;86497
410850 General Carneiro;7015;7020;14035
410855 Godoy Moreira;1657;1590;3247
410860 Goioerê;14472;15227;29699
410865 Goioxim;3962;3555;7517
410870 Grandes Rios;3194;3143;6337
410880 Guaíra;15943;16651;32594
410890 Guairaçá;3340;3190;6530
410895 Guamiranga;4258;4224;8482
